filename,county,announcement_type,crime_type
media_news_influencer-accused-using-dating-apps-target-victims-held-answer-six-felony-charges.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeJq9SRuY7hkiWhZkM'}"
media_news_judge-dismisses-case-against-two-torrance-police-officers-charged-killing-man-who.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeKR7ngT6iiL43PRyL'}"
media_news_judge-dismisses-indictment-against-former-lapd-officer-charged-2015-fatal-shooting.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeL3aK89ZcWp1jtVU8'}"
media_news_jury-convicts-man-murdering-two-unhoused-men-and-attempting-kill-third-downtown-los.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeLeY53CDbiZ25M2Cg'}"
media_news_los-angeles-county-district-attorney-calls-passage-ab-2727-limit-elder-parole-violent-sex.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeMMhSSQpKj3KXQbmA'}"
media_news_los-angeles-man-charged-killing-woman-abducting-child-fleeing-mexico.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeN2t4x8NrzBCMR22P'}"
media_news_man-arraigned-charges-labor-trafficking-los-angeles-county-middle-schooler.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeNjo2dHiR1FTx3VwU'}"
media_news_man-charged-attempted-murder-unprovoked-downtown-los-angeles-stabbing.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeQR1HeF2H93EXm4ks'}"
media_news_man-charged-criminally-threatening-kill-victim-santa-monica-third-street-promenade.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeReR7XEQ8vxryPZQe'}"
media_news_man-charged-felony-hate-crime-attack-outside-pico-robertson-synagogue.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeSYzLjoogDEieF6KM'}"
media_news_man-charged-kidnapping-ucla-student-rape-woman-culver-city.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeT9x8ZRvkQmMunQKr'}"
media_news_man-charged-killing-actor-james-handy-tarzana.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeTxKzvnt7ZZ2JNUFy'}"
media_news_man-charged-killing-girlfriend-s-pet-rabbit-felony-animal-cruelty-case.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeVKvTtVJHoBZT8FkL'}"
media_news_man-charged-murder-after-elderly-victim-beaten-set-fire-downtown-la.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeWrhe1JVhbgJTmS55'}"
media_news_man-charged-murder-dui-crash-killed-two-pedestrians-north-hollywood.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeYEYw86fbUAaH1bfX'}"
media_news_man-charged-murder-stabbing-killed-burbank-schoolteacher-seriously-injured-daughter.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeYrW2Hrf83NUMdPdg'}"
media_news_man-charged-series-sexual-assaults-single-day-crime-spree-san-fernando-valley.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeZWCbVvxG8LtkMJjQ'}"
media_news_man-charged-stabbing-long-beach-police-officer-multiple-times.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeaE78my3gSD2RdJQG'}"
media_news_man-charged-three-counts-murder-pomona-crash-killed-pregnant-woman-boyfriend.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumecAgXBhivqbvuoDoB'}"
media_news_man-charged-violently-assaulting-five-women-ucla-campus-westwood.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumeco8ybwMVzvzehZ4Z'}"
media_news_man-convicted-2022-murder-girlfriend-who-was-never-found.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumedUKcDc9nMCtXtxGP'}"
media_news_man-pleads-guilty-death-los-angeles-county-sheriff-s-recruit-injuring-other-recruits.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumee43NtY3estVauZa1'}"
media_news_man-sentenced-life-without-parole-after-killing-girlfriend-less-year-after-release-two.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeedGmDhEvHgEAebq2'}"
media_news_mother-stepfather-sentenced-22-years-life-prison-torture-and-death-16-year-old-daughter.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumefEyfZw5URLodJLNZ'}"
media_news_ordinary-people-showing-extraordinary-courage-honored-district-attorney-hochman-long.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeftRgEGuL8ob8VDnA'}"
media_news_probation-officers-accused-falsifying-medical-notes-dodge-juvenile-hall-duties.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumegcL1eBTJbZoUchGa'}"
media_news_rebecca-grossman-s-murder-convictions-upheld-appeal.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumehCJo57P1bbXJLgHw'}"
media_news_serial-arsonist-charged-setting-fire-gentlemen-s-club-canoga-park-los-angeles.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumehn2TNuAy5r7PwUJx'}"
media_news_seven-charged-series-residential-burglaries-throughout-los-angeles-county.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeiRULdXBQJCuTrFM8'}"
media_news_singer-d4vd-charged-capital-murder-14-year-old-girl.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumej2w7Nwwirqsf7sU2'}"
media_news_state-s-highest-court-lets-stand-ruling-los-angeles-judge-abused-discretion-granting.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumejf8rDDHBQX36jNga'}"
media_news_trio-charged-conspiring-murder-child-s-father-bitter-custody-dispute.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumekLoxtxS5ah8iZ5rV'}"
media_news_trio-gets-13-years-each-stealing-lottery-tickets-33-robberies-targeting-7-eleven-stores.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumem9BTKJGS9wdzMYBP'}"
media_news_two-lapd-officers-charged-insurance-fraud.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumemynkRke6TEhDfrj2'}"
media_news_wall-street-whiz-kid-pleads-no-contest-quarter-million-dollar-investment-scam.txt,los_angeles_ca,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumenhhB85BYo1kxTxGN'}"
news_ccsao-deputy-bureau-chief-throws-out-first-pitch-cubs-vs-reds-game.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeoLeLDSPBaAb22jEo'}"
news_ccsao-introduces-new-expedited-felony-review-standard.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumeq558oKx92Tf6DXRc'}"
news_ccsao-regional-transit-task-force-holds-inaugural-meeting.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumereL9B7KgdDTjai3V'}"
news_ccsao-secures-guilty-verdict-2021-murder-71-year-old-man-walking-chinatown.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeuH5pbZx5xVbhCMmn'}"
news_chicago-sun-times-cook-countys-top-prosecutor-offers-alternative-jail-chicago-teens-accused.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumeuykJmsv9iFynNsWJ'}"
news_cook-county-prosecutors-secure-90-year-sentence-shooter-convicted-murder-duty-chicago-police.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumevZyKfzrL3fM9bBDa'}"
news_cook-county-states-attorney-announces-new-policy-crack-down-switches-and-other-illegally.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumewBBQJunvvU4Cen9Z'}"
news_cook-county-states-attorney-burke-details-domestic-violence-response-abc7-investigative-team.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumewkQoQNiEAps8R7YL'}"
news_cook-county-states-attorney-burke-issues-transition-report.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumexMctJ8g3tBc5UBzg'}"
news_cook-county-states-attorney-burke-proposes-fix-diversion-programs-first-time-nonviolent-gun.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumexwbcitwH4U5q5uyT'}"
news_cook-county-states-attorney-eileen-oneill-burke-90-delivers-chicago-kent-college-law.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumeye1kzdj9my7F7ipQ'}"
news_cook-county-states-attorney-eileen-oneill-burke-announces-murder-charge-against-chicago.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumezSPEPtjAPpbm34Cg'}"
news_cook-county-states-attorney-eileen-oneill-burke-announces-new-detention-policy-increase-public.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf127SXVygxEdCWW67'}"
news_cook-county-states-attorney-eileen-oneill-burke-issues-one-year-progress-report.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf1c5jANPHPyUhNrbV'}"
news_cook-county-states-attorney-eileen-oneill-burke-issues-statement-urgent-need-reproductive.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf2CZ3bpZxieEKu8pT'}"
news_cook-county-states-attorney-eileen-oneill-burke-leads-national-prosecutorial-training.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf2o1ybqsdBNXCxoSX'}"
news_cook-county-states-attorney-eileen-oneill-burke-receives-richard-j-elrod-public-service-award.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf3SiU6hHdy9drqaoY'}"
news_cook-county-states-attorney-eileen-oneill-burke-swears-37-new-prosecutors-law-school-class.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf4Sz6zzPNWCyjZ3wF'}"
news_cook-county-states-attorney-eileen-oneill-burkes-proposal-felony-gun-possession-diversion.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf59uY6KJdfHT87wSx'}"
news_cook-county-states-attorney-expands-pilot-program-streamline-charging-process-low-level-gun.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf5mrgLhKauVw3z3vu'}"
news_cook-county-states-attorney-launches-regional-transit-task-force-enhance-public-safety.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf6ciPdNgke3w26a6M'}"
news_cook-county-states-attorneys-office-announces-charges-against-former-hartgrove-hospital-mental.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf7FAaGy7WDziy8Zvs'}"
news_cook-county-states-attorneys-office-coordinates-first-ever-national-retail-crime-blitz-across.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf7sNPqGTXymiBtE1C'}"
news_cook-county-states-attorneys-office-files-charges-2004-gold-coast-murder-after-defendant.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf8V5ViQVxsSpt2yJD'}"
news_cook-county-states-attorneys-office-hosts-first-person-national-prosecutorial-summit-combating.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf9JSaZbyjGGkJNqmt'}"
news_cook-county-states-attorneys-office-implements-charging-protocol-use-force-incidents-involving.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumf9xNuwKjEo7PWEnk8'}"
news_cook-county-states-attorneys-office-partners-steans-family-foundation-chapin-hall-chicago.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfAbaCwtactSeAvvD6'}"
news_cook-county-states-attorneys-office-partnership-lurie-childrens-juvenile-court-receives.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfBCnisCe6mumEZhN9'}"
news_cook-county-states-attorneys-office-prepared-protect-voting-access-ice-interference.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfBmmXArby2VBpXoyr'}"
news_cook-county-states-attorneys-office-secures-funding-launch-unprecedented-pilot-program.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfCLFc4mWWyEzKUCAM'}"
news_crosetti-brand-convicted-stabbing-pregnant-woman-and-killing-her-son.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfCvUDBrfbDH3kCZgP'}"
news_day-one-priorities-numbers-100-days-115-gun-related-detentions.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfDWwZ3vUtuoStVguG'}"
news_first-degree-murder-charges-filed-fatal-mag-mile-smash-and-grab-burglary.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfE7uibpLPeYKUzzNV'}"
news_icymi-chicago-tribune-editorial-board-eileen-oneill-burke-marvel-so-far-states-attorney-her.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfEnqY3Cy669bDDBdL'}"
news_icymi-cook-county-states-attorney-eileen-oneill-burke-reflects-progress-made-during-first-year.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfFYV7rDsxPEEHnKAa'}"
news_illinois-lawmakers-pass-cook-county-states-attorney-eileen-oneill-burkes-proposal-protect.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfH8jMfT6do9qgCG8n'}"
news_joint-statement-cook-county-states-attorney-eileen-oneill-burke-and-chicago-police-department.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfHmS2PDvvekNc3js7'}"
news_jury-finds-man-guilty-killing-11-year-old-jayden-perkins-boy-protected-his-mother.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfJNtS5L8pcGuru3fx'}"
news_measure-gov-jb-pritzker-would-streamline-firearms-id-process-low-level-gun-offenders.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfVi2BbuUev4aqMSCG'}"
news_palatine-high-school-teachers-aide-indicted-charges-reproducing-and-possessing-child-sexual.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfX1ACeL7qmujdTdvX'}"
news_prosecutors-announce-55-year-prison-sentence-murder-chicago-police-officer-areanah-preston.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfY4AQSgWZt7pabxmF'}"
news_six-defendants-charged-brazen-daytime-smash-and-grab-michigan-avenue-rolex-store.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfZah2YraefeSQUptZ'}"
news_states-attorney-burkes-legislation-felony-gun-possession-diversion-program-and-domestic.txt,cook_il,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfaFck4AU6zzn9rFpq'}"
Newsroom_News-Releases_district-attorney-sean-teare-files-motion-to-recuse-himself-from-cases-related-to-lina-hidalgos-s.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfaqbYwEmvJ4Csf9Vd'}"
Newsroom_News-Releases_harris-county-criminal-case-backlog-eliminated.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfbT3yNLCB2AiVJmBk'}"
Newsroom_News-Releases_harris-county-district-attorney-announces-successful-extradition-of-fatherson-duo-charged-with-ch.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumfc3GprqjRKifmbPkQ'}"
Newsroom_News-Releases_harris-county-district-attorney-sean-teare-to-host-free-expunction-legal-clinic-and-job-fair-for-.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfcbG4Ldx4vdaPuuuQ'}"
Newsroom_News-Releases_harris-county-district-attorneys-office-files-capital-murder-charge-in-connection-to-1990-lovers-.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfdAVLzgEGHYsAqn6b'}"
Newsroom_News-Releases_harris-county-grand-jury-indicts-17-year-old-for-terrorism.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfdkTtoXb93W1ucDDF'}"
Newsroom_News-Releases_hcdao-announces-public-corruption-charges-linked-to-local-car-title-laundering-scheme.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CbumfeLggQpMp48Stxdzd'}"
Newsroom_News-Releases_man-accused-of-murder-dies-during-court-appearance.txt,harris_tx,ERROR,"Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011Cbumfex9Ud4HhTgmzWZg8'}"
